numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
10.17,11,92.45,20.45,False,5,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
13.0,14,92.86,20.86,False,42,1,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
14.0,15,93.33,21.33,False,58,3,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-09-14
15.0,16,93.75,21.75,False,105,7,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-08-27
4.0,8,50.0,22.0,False,96,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,calendar 2025
3.0,6,50.0,22.0,False,48,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,calendar 2025
16.0,17,94.12,22.12,False,36,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
17.0,18,94.44,22.44,False,15,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
8.5,9,94.44,22.44,False,10,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-08-27
10.5,11,95.45,23.45,False,10,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-08-27
18.0,18,100.0,28.0,False,15,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
17.0,17,100.0,28.0,False,21,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
16.0,16,100.0,28.0,False,48,6,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,15,100.0,28.0,False,42,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.0,14,100.0,28.0,False,33,3,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27
13.0,13,100.0,28.0,False,35,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
12.0,12,100.0,28.0,False,10,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
11.0,11,100.0,28.0,False,94,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-08-27 | trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
10.0,10,100.0,28.0,False,12,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
9.0,9,100.0,28.0,False,30,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-08-27
8.0,8,100.0,28.0,False,70,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-09-14
6.0,6,100.0,28.0,False,102,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,calendar 2025 | trailing 3m to 2026-09-14
